"prior","ball_selected","ball_value","knows_endowment","donation_percentage","donation_amount","welfare_tradeoff_rating","empathy_rating","time_taken","low_value_color","high_value_color","question_order","agent_name","comprehension_check_1","comprehension_check_2","bot_check","gender","age","comp1_correct","comp2_correct","pid"
"rich","low_value",20,"false",75,15,6,6,3.884,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Sarah","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","high_value",100,"true",0,0,1,1,3.117,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Mary","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","low_value",20,"true",100,20,7,7,4.438,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Amelia","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","high_value",100,"true",75,75,7,7,3.453,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Mia","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","high_value",100,"false",100,100,7,7,2.975,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Nancy","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","low_value",20,"true",0,0,1,1,3.38,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Isabella","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","high_value",100,"false",25,25,6,6,2.988,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Patricia","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","high_value",100,"false",0,0,1,1,2.717,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Alice","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","high_value",100,"false",75,75,7,7,3.463,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Emma","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","low_value",20,"true",15,3,2,3,5.257,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Linda","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","high_value",100,"false",15,15,5,5,3.02,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Jessica","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","low_value",20,"false",100,20,6,6,2.836,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Betty","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","low_value",20,"false",15,3,3,3,3.46,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Elizabeth","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","high_value",100,"false",50,50,7,7,2.767,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Ava","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","low_value",20,"false",0,0,1,1,2.681,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Stephanie","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","low_value",20,"false",25,5,2,2,2.894,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Lisa","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","high_value",100,"true",50,50,7,7,2.461,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Barbara","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","high_value",100,"true",100,100,7,7,2.853,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Olivia","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","low_value",20,"false",50,10,4,4,2.646,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Jennifer","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","high_value",100,"true",25,25,5,5,4.559,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Charlotte","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","high_value",100,"true",15,15,3,3,2.774,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Susan","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"rich","low_value",20,"true",75,15,7,7,2.864,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Julia","Yes","Orange and Blue",NA,"Woman","51",TRUE,TRUE,20
"poor","high_value",100,"true",75,75,6,7,7.943,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Elizabeth","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","low_value",20,"false",50,10,5,5,5.684,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Betty","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","high_value",100,"true",25,25,5,5,6.617,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Charlotte","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","low_value",20,"true",25,5,5,5,4.661,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Emma","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","low_value",20,"false",15,3,3,3,4.807,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Barbara","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","low_value",20,"true",0,0,3,2,7.112,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Mia","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","high_value",100,"false",50,50,5,6,7.219,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Sarah","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","high_value",100,"false",0,0,3,2,7.187,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Amelia","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","high_value",100,"false",100,100,7,7,4.248,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Susan","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","low_value",20,"true",100,20,7,7,4.32,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Julia","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","high_value",100,"false",75,75,7,6,4.948,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Alice","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","high_value",100,"true",100,100,7,7,3.415,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Isabella","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","low_value",20,"true",50,10,6,6,3.596,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Olivia","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","low_value",20,"true",15,3,4,5,3.881,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Jennifer","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","high_value",100,"true",0,0,3,2,4.708,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Stephanie","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","low_value",20,"false",0,0,2,2,4.269,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Ava","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","high_value",100,"false",25,25,4,5,5.173,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Nancy","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","high_value",100,"true",15,15,5,4,4.357,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Jessica","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","low_value",20,"true",75,15,6,7,3.877,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Mary","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","low_value",20,"false",25,5,5,4,5.552,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Lisa","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","high_value",100,"true",50,50,6,7,3.11,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Margaret","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","low_value",20,"false",100,20,6,6,3.823,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Patricia","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","high_value",100,"false",15,15,5,6,3.733,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Sophia","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"poor","low_value",20,"false",75,15,5,6,3.209,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Linda","Yes","Orange and Blue",NA,"Woman","46",TRUE,TRUE,21
"rich","high_value",100,"true",75,75,7,7,7.08,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Lisa","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","high_value",100,"false",15,15,6,5,15.385,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Mia","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","low_value",20,"true",0,0,3,2,12.424,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Isabella","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","high_value",100,"false",25,25,5,5,10.514,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Alice","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","high_value",100,"false",75,75,7,7,3.913,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Patricia","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","high_value",100,"true",25,25,5,5,4.049,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Jennifer","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","low_value",20,"false",50,10,4,4,7.369,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Nancy","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","low_value",20,"true",75,15,7,7,4.576,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Stephanie","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","low_value",20,"true",100,20,7,7,3.913,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Betty","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","high_value",100,"false",50,50,7,7,15.32,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Susan","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","high_value",100,"true",0,0,1,1,5.946,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Margaret","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","low_value",20,"false",0,0,2,1,5.968,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Julia","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","low_value",20,"false",25,5,3,2,6.202,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Sarah","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","low_value",20,"true",50,10,6,7,8.849,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Olivia","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","high_value",100,"false",100,100,7,7,3.88,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Mary","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","low_value",20,"false",75,15,4,4,9.649,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Elizabeth","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","low_value",20,"false",100,20,5,5,6.36,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Jessica","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","high_value",100,"true",15,15,3,2,6.841,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Barbara","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","high_value",100,"true",50,50,6,6,4.809,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Linda","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","low_value",20,"true",15,3,2,2,5.841,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Ava","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","high_value",100,"false",0,0,1,1,4.193,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Amelia","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","low_value",20,"false",15,3,2,2,3.761,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Charlotte","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","low_value",20,"true",25,5,3,3,4.681,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Emma","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"rich","high_value",100,"true",100,100,7,7,5.209,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Sophia","Yes","Orange and Blue",NA,"Woman","55",TRUE,TRUE,22
"poor","high_value",100,"false",75,75,7,6,5.673,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Patricia","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","high_value",100,"true",15,15,3,3,6.155,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Elizabeth","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","high_value",100,"true",50,50,6,5,5.92,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Stephanie","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","high_value",100,"true",100,100,7,6,5.223,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Susan","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","high_value",100,"false",100,100,7,6,4.013,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Mary","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","low_value",20,"true",75,15,6,6,3.651,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Charlotte","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","low_value",20,"true",25,5,3,4,4.458,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Betty","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","low_value",20,"false",100,20,4,4,3.354,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Nancy","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","high_value",100,"true",75,75,6,6,4.349,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Jessica","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","high_value",100,"false",25,25,3,3,3.637,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Julia","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","low_value",20,"false",75,15,4,4,4.989,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Sophia","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","high_value",100,"true",25,25,3,4,5.365,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Emma","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","low_value",20,"true",50,10,5,5,3.892,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Barbara","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","low_value",20,"false",15,3,2,2,5.152,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Olivia","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","high_value",100,"false",0,0,1,1,3.85,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Alice","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","high_value",100,"false",15,15,3,3,5.658,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Sarah","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","low_value",20,"false",0,0,1,1,3.844,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Isabella","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","low_value",20,"true",0,0,1,1,3.568,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Linda","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","high_value",100,"true",0,0,1,1,3.916,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Mia","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","low_value",20,"true",100,20,7,7,4.069,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Ava","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","low_value",20,"false",25,5,2,2,4.91,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Margaret","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","low_value",20,"true",15,3,2,2,3.977,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Lisa","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","low_value",20,"false",50,10,3,3,3.717,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Jennifer","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","high_value",100,"false",50,50,5,5,3.601,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Amelia","Yes","Orange and Blue",NA,"Non-Binary","55",TRUE,TRUE,23
"poor","low_value",20,"true",100,20,7,7,6.036,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Nancy","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","high_value",100,"false",15,15,6,6,5.523,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Charlotte","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","high_value",100,"true",0,0,2,2,3.899,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Margaret","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","low_value",20,"true",75,15,7,7,4.425,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Betty","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","high_value",100,"false",100,100,7,7,3.839,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Mia","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","high_value",100,"false",50,50,7,7,3.963,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Jennifer","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","low_value",20,"false",100,20,6,6,4.765,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Julia","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","high_value",100,"true",15,15,6,6,6.917,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Emma","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","low_value",20,"false",75,15,6,6,5.748,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Alice","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","high_value",100,"true",50,50,7,7,3.855,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Olivia","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","low_value",20,"false",0,0,2,2,4.091,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Sophia","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","low_value",20,"false",15,3,4,4,4.561,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Amelia","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","high_value",100,"true",25,25,6,6,10.479,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Linda","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","low_value",20,"true",15,3,7,7,6.705,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Lisa","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","low_value",20,"true",0,0,2,2,5.273,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Susan","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","high_value",100,"false",25,25,5,5,9.174,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Isabella","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","low_value",20,"true",25,5,5,5,3.82,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Sarah","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","high_value",100,"false",75,75,7,7,3.894,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Patricia","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","low_value",20,"false",25,5,5,6,6.844,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Stephanie","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","high_value",100,"false",0,0,2,2,5.852,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Mary","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","low_value",20,"true",50,10,6,6,4.496,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Ava","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","high_value",100,"true",75,75,7,7,4.612,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Barbara","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","low_value",20,"false",50,10,6,6,4.342,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Jessica","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"poor","high_value",100,"true",100,100,7,7,4.464,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Elizabeth","Yes","Orange and Blue",NA,"Man","46",TRUE,TRUE,24
"rich","high_value",100,"true",0,0,1,1,4.455,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Jennifer","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","low_value",20,"false",25,5,2,3,4.456,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Stephanie","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","low_value",20,"false",0,0,1,1,3.089,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Mary","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","low_value",20,"true",50,10,7,7,6.39,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Elizabeth","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","low_value",20,"false",100,20,4,5,8.623,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Emma","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","low_value",20,"false",75,15,4,4,6.195,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Linda","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","high_value",100,"true",15,15,2,3,4.093,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Sarah","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","high_value",100,"false",25,25,4,4,6.324,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Julia","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","low_value",20,"true",75,15,7,7,3.265,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Betty","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","high_value",100,"true",75,75,7,7,3.433,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Lisa","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","high_value",100,"true",50,50,7,6,3.598,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Charlotte","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","low_value",20,"false",50,10,5,5,6.071,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Barbara","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","low_value",20,"true",15,3,2,2,5.567,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Mia","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","low_value",20,"true",25,5,2,3,2.771,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Sophia","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","high_value",100,"false",50,50,7,7,3.7,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Susan","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","high_value",100,"true",25,25,2,3,4.962,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Amelia","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","low_value",20,"false",15,3,2,2,3.224,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Olivia","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","high_value",100,"true",100,100,7,7,3.391,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Patricia","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","high_value",100,"false",100,100,7,7,3.288,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Isabella","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","high_value",100,"false",15,15,4,5,3.542,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Ava","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
"rich","low_value",20,"true",100,20,7,7,3.235,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Alice","Yes","Orange and Blue",NA,"Woman","28",TRUE,TRUE,25
