"prior","ball_selected","ball_value","knows_endowment","donation_percentage","donation_amount","welfare_tradeoff_rating","empathy_rating","time_taken","low_value_color","high_value_color","question_order","agent_name","comprehension_check_1","comprehension_check_2","bot_check","gender","age","comp1_correct","comp2_correct","pid"
"rich","low_value",20,"true",100,20,7,7,4.511,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Jessica","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","low_value",20,"false",15,3,3,4,12.227,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Alice","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","low_value",20,"false",25,5,3,3,8.211,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Margaret","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","high_value",100,"true",50,50,6,5,4.411,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Mary","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","low_value",20,"false",100,20,5,4,3.754,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Emma","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","high_value",100,"true",15,15,2,3,4.927,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Julia","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","low_value",20,"false",50,10,4,4,3.984,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Patricia","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","low_value",20,"true",25,5,5,4,5.377,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Barbara","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","high_value",100,"false",100,100,7,7,2.939,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Stephanie","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","high_value",100,"false",15,15,5,4,5.125,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Amelia","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","low_value",20,"true",15,3,4,4,4.212,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Lisa","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","high_value",100,"false",0,0,1,1,5.198,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Nancy","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","low_value",20,"false",75,15,5,4,6.081,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Ava","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","high_value",100,"false",25,25,5,5,2.833,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Elizabeth","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","high_value",100,"false",75,75,6,6,3.509,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Linda","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","low_value",20,"true",0,0,1,1,3.131,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Mia","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","high_value",100,"true",0,0,1,1,2.953,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Susan","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","high_value",100,"true",100,100,7,7,3.801,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Sophia","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","high_value",100,"true",75,75,6,6,2.529,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Charlotte","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","low_value",20,"true",75,15,6,6,3.227,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Betty","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","high_value",100,"true",25,25,5,4,3.58,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Jennifer","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","low_value",20,"true",50,10,5,5,3.145,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Olivia","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","high_value",100,"false",50,50,6,5,5.021,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Sarah","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","low_value",20,"false",0,0,1,1,2.898,"#64B5F6","#FFB74D","welfare_tradeoff_rating,empathy_rating","Isabella","Yes","Orange and Blue",NA,"Man","42",TRUE,TRUE,75
"rich","high_value",100,"true",75,75,7,7,5.019,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Elizabeth","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","high_value",100,"true",15,15,2,4,8.426,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Mary","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","high_value",100,"false",100,100,7,7,4.731,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Amelia","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","low_value",20,"true",0,0,1,1,4.602,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Patricia","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","high_value",100,"true",25,25,3,4,3.29,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Isabella","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","high_value",100,"false",50,50,7,7,5.282,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Betty","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","low_value",20,"false",0,0,1,1,3.77,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Emma","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","high_value",100,"true",0,0,1,1,4.106,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Jessica","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","low_value",20,"true",75,15,7,7,5.162,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Barbara","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","low_value",20,"false",15,3,2,2,6.81,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Margaret","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","low_value",20,"false",25,5,2,2,5.202,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Sophia","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","low_value",20,"true",15,3,2,2,7.898,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Linda","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","low_value",20,"false",50,10,4,5,6.37,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Susan","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","low_value",20,"true",25,5,2,3,6.698,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Stephanie","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","high_value",100,"false",75,75,7,7,19.746,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Lisa","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","high_value",100,"true",100,100,7,7,3.674,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Mia","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","high_value",100,"false",0,0,1,1,4.466,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Sarah","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","low_value",20,"true",100,20,7,7,3.93,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Julia","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","high_value",100,"false",15,15,4,4,5.578,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Nancy","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","low_value",20,"true",50,10,7,7,4.202,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Jennifer","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","low_value",20,"false",75,15,5,5,3.786,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Ava","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","high_value",100,"false",25,25,3,5,5.098,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Charlotte","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","low_value",20,"false",100,20,6,6,3.33,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Alice","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","high_value",100,"true",50,50,7,7,3.634,"#FFB74D","#64B5F6","welfare_tradeoff_rating,empathy_rating","Olivia","Yes","Orange and Blue",NA,"Man","33",TRUE,TRUE,76
"rich","high_value",100,"true",75,75,7,7,9.072,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Patricia","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","low_value",20,"false",75,15,6,6,10.674,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Stephanie","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","high_value",100,"false",25,25,5,5,10.474,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Sophia","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","high_value",100,"true",0,0,2,2,7.576,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Betty","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","high_value",100,"false",0,0,2,2,9.958,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Olivia","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","high_value",100,"true",15,15,4,4,11.035,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Lisa","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","low_value",20,"false",25,5,3,3,9.492,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Alice","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","high_value",100,"false",75,75,6,6,5.385,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Charlotte","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","high_value",100,"true",50,50,6,6,7.331,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Margaret","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","low_value",20,"false",100,20,5,4,10.033,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Jessica","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","low_value",20,"true",0,0,2,2,4.776,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Isabella","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","high_value",100,"true",25,25,4,4,10.783,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Mary","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","high_value",100,"true",100,100,7,7,5.508,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Mia","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","low_value",20,"true",25,5,3,3,6.752,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Elizabeth","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","low_value",20,"true",15,3,3,3,7.76,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Amelia","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","high_value",100,"false",100,100,7,7,5.522,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Susan","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","low_value",20,"true",75,15,6,6,6.555,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Sarah","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","low_value",20,"true",100,20,7,7,7.104,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Jennifer","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","low_value",20,"false",0,0,2,2,8.917,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Julia","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","low_value",20,"true",50,10,5,5,6.761,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Nancy","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","high_value",100,"false",15,15,4,4,6.684,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Linda","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","low_value",20,"false",15,3,2,2,6.8,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Ava","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","low_value",20,"false",50,10,3,3,6.235,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Emma","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","high_value",100,"false",50,50,5,5,7.036,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Barbara","Yes","Orange and Blue",NA,"Man","60",TRUE,TRUE,77
"rich","low_value",20,"false",25,5,3,3,8.798,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Amelia","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","high_value",100,"false",25,25,3,3,7.494,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Julia","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","low_value",20,"false",0,0,1,1,7.75,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Sophia","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","low_value",20,"true",0,0,1,1,4.092,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Margaret","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","low_value",20,"false",15,3,2,2,5.99,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Patricia","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","high_value",100,"false",15,15,4,4,5.176,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Barbara","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","low_value",20,"true",100,20,7,7,4.93,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Olivia","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","high_value",100,"true",100,100,7,7,3.839,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Nancy","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","low_value",20,"true",25,5,3,3,4.593,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Ava","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","low_value",20,"true",50,10,5,5,291.462,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Lisa","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","high_value",100,"true",75,75,7,7,3.436,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Linda","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","high_value",100,"true",25,25,5,4,5.762,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Emma","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","high_value",100,"true",0,0,1,1,3.856,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Isabella","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","high_value",100,"false",100,100,7,7,4.762,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Sarah","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","high_value",100,"true",50,50,6,6,3.276,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Mia","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","high_value",100,"false",0,0,1,1,3.97,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Jennifer","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","low_value",20,"true",75,15,6,6,3.528,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Charlotte","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","low_value",20,"false",100,20,5,6,4.46,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Alice","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","low_value",20,"false",75,15,5,6,5.386,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Susan","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","high_value",100,"false",50,50,6,6,3.589,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Mary","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","high_value",100,"false",75,75,7,6,3.188,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Elizabeth","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","low_value",20,"false",50,10,4,5,3.586,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Jessica","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","high_value",100,"true",15,15,2,3,3.729,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Betty","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"rich","low_value",20,"true",15,3,1,1,106.548,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Stephanie","Yes","Orange and Blue",NA,"Man","68",TRUE,TRUE,78
"poor","high_value",100,"false",25,25,3,3,20.903,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Barbara","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","high_value",100,"true",0,0,1,1,14.479,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Julia","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","high_value",100,"false",15,15,3,3,18.203,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Charlotte","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","high_value",100,"false",50,50,7,7,10.89,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Ava","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","high_value",100,"true",25,25,3,3,8.493,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Nancy","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","high_value",100,"true",50,50,7,7,11.766,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Susan","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","low_value",20,"true",15,3,2,2,9.968,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Olivia","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","low_value",20,"true",50,10,7,7,16.26,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Mia","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","high_value",100,"false",100,100,7,7,10.42,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Amelia","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","low_value",20,"true",75,15,7,7,7.847,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Isabella","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","low_value",20,"false",15,3,3,3,8.21,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Stephanie","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","low_value",20,"true",25,5,3,3,9.367,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Margaret","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","high_value",100,"false",0,0,1,1,10.676,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Patricia","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","low_value",20,"false",75,15,3,3,23.804,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Mary","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","low_value",20,"false",50,10,4,4,11.835,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Sophia","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","high_value",100,"true",75,75,7,7,7.839,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Jessica","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","low_value",20,"false",25,5,2,2,11.325,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Linda","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","high_value",100,"true",100,100,7,7,10.761,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Emma","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","low_value",20,"false",100,20,3,3,11.75,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Sarah","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","low_value",20,"false",0,0,1,1,14.808,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Betty","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","low_value",20,"true",100,20,7,7,9.17,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Jennifer","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","low_value",20,"true",0,0,1,1,13.914,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Elizabeth","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","high_value",100,"false",75,75,7,7,12.053,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Alice","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","high_value",100,"true",15,15,2,2,11.651,"#FFB74D","#64B5F6","empathy_rating,welfare_tradeoff_rating","Lisa","Yes","Orange and Blue",NA,"Woman","71",TRUE,TRUE,79
"poor","high_value",100,"true",100,100,7,7,7.91,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Susan","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","high_value",100,"false",100,100,7,7,6.212,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Charlotte","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","low_value",20,"false",15,3,3,3,21.593,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Lisa","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","high_value",100,"false",15,15,5,6,15.11,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Amelia","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","high_value",100,"true",25,25,6,7,10.958,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Nancy","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","high_value",100,"true",75,75,7,7,4.772,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Alice","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","low_value",20,"true",0,0,2,1,10.675,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Patricia","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","low_value",20,"false",100,20,7,6,9.99,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Elizabeth","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","low_value",20,"false",25,5,4,5,16.404,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Margaret","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","low_value",20,"false",50,10,6,6,9.945,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Jessica","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","high_value",100,"false",0,0,2,1,6.737,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Linda","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","low_value",20,"true",50,10,7,7,6.777,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Sarah","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","low_value",20,"true",15,3,3,5,5.598,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Olivia","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","high_value",100,"true",15,15,4,6,14.757,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Mary","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","high_value",100,"true",50,50,7,7,4.261,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Betty","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","high_value",100,"false",50,50,7,7,3.698,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Mia","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","low_value",20,"true",100,20,7,7,3.593,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Ava","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","high_value",100,"false",75,75,7,7,3.28,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Barbara","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","low_value",20,"true",75,15,7,7,4.495,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Jennifer","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","high_value",100,"false",25,25,6,7,7.509,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Stephanie","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
"poor","high_value",100,"true",0,0,1,1,6.572,"#64B5F6","#FFB74D","empathy_rating,welfare_tradeoff_rating","Sophia","Yes","Orange and Blue",NA,"Man","54",TRUE,TRUE,80
